crf,preset,res,bitrate,vmaf,time
49,5,720,520,97.186782,10.354
49,6,480,376,96.814589,4.449
49,6,720,543,96.978596,7.341
49,7,480,384,96.310049,3.574
49,7,720,554,96.124060,5.200
49,8,480,396,95.845556,2.875
49,8,720,576,95.142150,4.340
49,9,480,413,94.321887,2.133
49,9,720,553,93.115811,2.677
49,10,480,421,93.271628,1.853
49,10,720,550,91.410666,2.512
