crf,preset,res,bitrate,vmaf,time
27,9,480,2449,94.687429,79.924
27,9,720,4557,94.084185,109.930
27,10,480,2262,94.423791,81.082
27,10,720,4157,93.551156,89.826
29,4,480,1833,95.273547,173.095
29,4,720,3829,94.914404,272.068
29,5,480,1841,95.216347,134.460
29,5,720,3855,94.874718,204.443
29,6,480,1779,95.050198,124.317
29,6,720,3905,94.737942,169.491
29,7,480,1803,94.909079,103.341
29,7,720,4145,94.451048,131.258
29,8,480,1934,94.898034,102.881
29,8,720,4040,94.103129,116.714
29,9,480,2123,94.337611,87.954
29,9,720,3953,93.681070,98.164
29,10,480,1983,94.089019,85.146
29,10,720,3640,93.143543,95.307
30,4,480,1729,95.175129,203.770
30,4,720,3615,94.791981,382.200
30,5,480,1734,95.101376,178.244
30,5,720,3630,94.747109,299.934
30,6,480,1653,94.916346,148.150
30,6,720,3626,94.577434,224.192
30,7,480,1675,94.757505,117.329
30,7,720,3839,94.275310,156.144
30,8,480,1804,94.757875,112.772
33,4,480,1386,94.771622,159.071
33,4,720,2903,94.323800,271.123
30,8,720,3778,93.931587,133.832
30,9,480,1967,94.166160,97.467
30,9,720,3670,93.454194,104.188
30,10,480,1844,93.919452,93.974
30,10,720,3400,92.917349,99.418
31,4,480,1597,95.032955,188.516
31,4,720,3340,94.626317,285.258
31,5,480,1598,94.959393,141.771
31,5,720,3342,94.559052,220.591
31,6,480,1517,94.735288,123.395
31,6,720,3322,94.375201,162.497
31,7,480,1539,94.584825,103.791
31,7,720,3501,94.058803,134.072
31,8,480,1661,94.585129,91.124
31,8,720,3497,93.723388,111.169
31,9,480,1778,93.915892,79.409
31,9,720,3326,93.150038,95.407
31,10,480,1674,93.676208,85.575
31,10,720,3101,92.609861,102.178
37,4,480,1068,94.173154,198.813
37,4,720,2248,93.673625,305.144
37,5,480,1052,94.061943,148.016
37,5,720,2226,93.545926,225.256
37,6,480,962,93.674069,124.378
37,6,720,2107,93.177254,178.377
37,7,480,974,93.443049,109.700
37,7,720,2177,92.757501,150.687
37,8,480,1099,93.457120,101.160
37,8,720,2333,92.477205,127.284
37,9,480,1120,92.541710,91.955
37,9,720,2033,91.309858,108.416
37,10,480,1091,92.329741,88.157
37,10,720,1955,90.859177,103.442
39,4,480,936,93.824707,198.553
39,4,720,1980,93.311122,308.025
39,5,480,923,93.716781,150.670
39,5,720,1963,93.171757,227.652
39,6,480,838,93.264358,127.603
39,6,720,1837,92.743517,179.264
39,7,480,848,92.996239,110.988
39,7,720,1888,92.284186,151.257
39,8,480,968,93.010284,102.011
39,8,720,2055,92.002422,129.043
39,9,480,959,91.983291,91.846
39,9,720,1724,90.620762,110.494
39,10,480,946,91.789211,89.055
39,10,720,1674,90.185928,104.527
44,4,480,674,92.810797,228.406
44,4,720,1431,92.245638,337.405
44,5,480,672,92.713753,142.065
44,5,720,1434,92.117645,232.188
46,5,480,593,92.254341,143.344
46,4,720,1257,91.745612,359.852
46,4,480,592,92.318822,236.100
43,10,720,1218,88.488966,104.667
43,10,480,718,90.646773,95.277
43,9,720,1233,88.912083,110.624
43,9,480,719,90.781132,98.627
43,8,720,1606,91.030642,126.039
43,8,480,756,92.088102,107.207
43,7,720,1428,91.236663,151.017
43,7,480,648,92.021076,115.258
43,6,720,1389,91.755051,186.582
43,6,480,638,92.343507,133.043
43,5,720,1528,92.345199,243.163
43,5,480,716,92.930760,160.548
43,4,720,1528,92.484525,331.386
43,4,480,720,93.035685,213.123
41,10,720,1432,89.368343,105.138
41,10,480,827,91.280389,95.684
41,9,720,1457,89.791867,112.597
41,9,480,832,91.442640,99.485
41,8,720,1817,91.569252,126.833
41,8,480,853,92.595951,107.061
41,7,720,1637,91.785726,150.423
41,7,480,739,92.545156,115.735
41,6,720,1588,92.278880,186.958
41,6,480,727,92.831324,134.553
41,5,720,1731,92.790250,245.883
41,5,480,810,93.354393,161.997
41,4,720,1735,92.925350,333.514
41,4,480,818,93.453702,215.005
34,10,720,2477,91.796191,104.492
34,10,480,1363,93.083615,95.458
34,9,720,2612,92.289416,110.337
34,9,480,1421,93.323378,98.843
34,8,720,2856,93.138882,125.262
34,8,480,1346,94.056803,108.378
34,7,720,2745,93.449699,150.909
34,7,480,1218,94.065434,118.498
34,6,720,2633,93.821889,184.620
34,6,480,1200,94.252701,135.505
34,5,720,2711,94.078700,235.233
34,5,480,1292,94.536551,157.737
34,4,720,2729,94.177751,304.272
34,4,480,1303,94.634024,201.150
33,10,720,2669,92.066607,106.542
33,10,480,1453,93.268714,95.378
33,9,720,2826,92.576772,111.575
33,9,480,1521,93.496198,107.854
33,8,720,3040,93.325307,138.435
33,8,480,1434,94.228184,120.116
33,7,720,2954,93.648330,172.339
33,7,480,1305,94.226928,130.058
33,6,720,2822,94.005604,201.517
33,6,480,1286,94.410197,149.837
33,5,720,2891,94.241010,261.255
33,5,480,1376,94.673169,172.953
44,6,480,597,92.108640,120.507
44,6,720,1297,91.490771,164.645
44,7,480,608,91.760832,96.040
44,7,720,1333,90.955196,134.889
44,8,480,712,91.838688,98.389
44,8,720,1509,90.747555,113.730
44,9,480,668,90.487015,94.618
44,9,720,1141,88.515263,106.387
44,10,480,669,90.311169,80.493
44,10,720,1128,88.051386,94.337
45,4,480,632,92.574530,258.544
45,4,720,1340,91.983192,406.696
45,5,480,631,92.481624,181.465
45,5,720,1344,91.868018,280.073
45,6,480,560,91.852806,138.212
45,6,720,1210,91.208528,183.326
45,7,480,570,91.481545,118.301
45,7,720,1243,90.660978,128.699
45,8,480,669,91.551475,94.143
45,8,720,1416,90.457641,138.817
45,9,480,617,90.101798,82.617
